term,canonical_name,aliases,category,tags,description,source_file,created_at,updated_at
LDS天线,LDS天线,激光直接成型天线,硬件相关,制造工艺;通信相关;设计,利用激光在特定塑料上活化出电路图案，然后化学镀金属形成天线。集成度高，适合复杂三维结构。,manual_append_massive,2025-09-25T12:16:41.135717,2025-09-25T12:16:41.135717
热界面材料,热界面材料,TIM,物料,物料;热管理;可靠性,填充在发热器件与散热器之间，降低接触热阻的材料，如导热硅脂、相变材料、导热垫片。,manual_append_massive,2025-09-25T12:16:41.135717,2025-09-25T12:16:41.135717
差分信号,差分信号,差动信号,硬件相关,设计;电气性能;通信相关,用一对幅度相等、相位相反的信号来传输信息，抗共模噪声能力强，用于高速接口。,manual_append_massive,2025-09-25T12:16:41.135717,2025-09-25T12:16:41.135717
邦定Pad设计,邦定Pad设计,焊盘设计,硬件相关,设计;半导体;封装,芯片上用于键合的铝焊盘或铜焊盘的尺寸、形状和布局设计。,manual_append_massive,2025-09-25T12:21:07.733493,2025-09-25T12:21:07.733493
模内装饰薄膜,模内装饰薄膜,IML Film,物料,物料;制造工艺;CMF,用于IML工艺的已印刷好图案的薄膜基材。,manual_append_massive,2025-09-25T12:21:07.733493,2025-09-25T12:21:07.733493
邦定Pad金属层,邦定Pad金属层,焊盘金属化,硬件相关,设计;半导体;封装,芯片键合焊盘上方的金属层（如铝），其厚度和成分影响键合性能。,manual_append_massive,2025-09-25T12:21:07.733493,2025-09-25T12:21:07.733493
邦定Pad设计,邦定Pad设计,焊盘设计,硬件相关,设计;半导体;封装,芯片上用于键合的铝焊盘或铜焊盘的尺寸、形状和布局设计。,manual_append_batch2,2025-09-25T12:23:05.378215,2025-09-25T12:23:05.378215
模内装饰薄膜,模内装饰薄膜,IML Film,物料,物料;制造工艺;CMF,用于IML工艺的已印刷好图案的薄膜基材。,manual_append_batch2,2025-09-25T12:23:05.378215,2025-09-25T12:23:05.378215
邦定Pad金属层,邦定Pad金属层,焊盘金属化,硬件相关,设计;半导体;封装,芯片键合焊盘上方的金属层（如铝），其厚度和成分影响键合性能。,manual_append_batch2,2025-09-25T12:23:05.378215,2025-09-25T12:23:05.378215
氮化铝陶瓷,氮化铝陶瓷,AlN陶瓷,Material,物料;硬件相关;热管理,高导热陶瓷材料用于功率器件封装和散热基板,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
色饱和度,色饱和度,色彩饱和度,Metric,显示相关;影像相关;性能指标,衡量色彩鲜艳程度的指标饱和度越高颜色越纯,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
聚酰亚胺薄膜,聚酰亚胺薄膜,PI膜,Material,物料;FPC;可靠性,耐高温高绝缘的柔性基材广泛用于柔性电路板,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
导热凝胶,导热凝胶,导热泥,Material,物料;热管理;可靠性,膏状热界面材料适用于不规则间隙的散热填充可自动流平,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
液晶聚合物,液晶聚合物,LCP,Material,物料;FPC;高频应用,具有低介电常数和损耗的高分子材料适用于高频柔性电路,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
铍铜合金,铍铜合金,铍铜,Material,物料;硬件相关;弹片,高强度高弹性的铜合金常用于制造连接器弹片和屏蔽罩,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
相位噪声,相位噪声,相位抖动,Metric,射频相关;硬件相关;性能指标,振荡器输出信号相位的随机起伏影响通信系统的信噪比,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
聚氨酯密封胶,聚氨酯密封胶,PU胶,Material,物料;结构相关;可靠性,具有良好弹性和粘接性的密封材料用于防水和结构粘接,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
腐蚀电位,腐蚀电位,自腐蚀电位,Metric,物料;可靠性;CMF,金属在腐蚀介质中不发生外电流时的电极电位反映其热力学腐蚀倾向,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
聚对苯二甲酸丁二醇酯,聚对苯二甲酸丁二醇酯,PBT,Material,物料;结构相关;注塑,耐热电绝缘性好的工程塑料用于连接器和结构件,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
激光直接成型材料,激光直接成型材料,LDS材料,Material,物料;硬件相关;通信相关,含有特殊添加剂的塑料经激光活化后可化学镀金属形成电路,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
低温共烧陶瓷,低温共烧陶瓷,LTCC,Material,物料;硬件相关;射频相关,可将导体电阻电容等集成于一体的多层陶瓷基板技术,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
信纳比,信纳比,SINAD,Metric,硬件相关;测试验证;声学,信号+噪声+失真的总功率与噪声+失真的功率之比衡量音频系统动态性能,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
聚醚醚酮,聚醚醚酮,PEEK,Material,物料;结构相关;可靠性,耐高温耐化学腐蚀机械强度高的特种工程塑料,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
氰酸酯树脂,氰酸酯树脂,氰酸酯,Material,物料;PCB;高频应用,具有低介电损耗的高性能树脂用于高频电路板,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
聚四氟乙烯,聚四氟乙烯,PTFE,Material,物料;硬件相关;高频应用,介电性能极佳耐化学性强的塑料用于高频电路和绝缘,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
总谐波失真,总谐波失真,THD,Metric,硬件相关;测试验证;声学,谐波总功率与基波功率的比值衡量音频设备非线性失真,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
玻璃纤维布,玻璃纤维布,玻纤布,Material,物料;PCB;制造工艺,用作PCB基板的增强材料提供机械强度和尺寸稳定性,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
磁性流体,磁性流体,磁液,Material,物料;硬件相关;声学,含有纳米磁性颗粒的液体用于扬声器音圈散热和阻尼,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
误差向量幅度,误差向量幅度,EVM,Metric,硬件相关;测试验证;通信相关,衡量数字调制信号质量的关键参数表示实际信号点与理想点的偏差,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
氧化铟锡,氧化铟锡,ITO,Material,物料;硬件相关;显示相关,透明导电薄膜材料用于触摸屏传感器和显示电极,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
导电布,导电布,导电织物,Material,物料;EMC;硬件相关,纤维织物表面金属化制成的柔性电磁屏蔽材料,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
接收灵敏度,接收灵敏度,灵敏度,Metric,硬件相关;测试验证;通信相关,接收机在满足特定误码率条件下能识别的最小输入信号功率,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
环氧模塑料,环氧模塑料,EMC,Material,物料;半导体;封装,用于封装芯片的环氧树脂基复合材料提供保护和散热,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
硅凝胶,硅凝胶,硅胶,Material,物料;可靠性;封装,柔软透明的硅基凝胶用于芯片的软保护和应力缓冲,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
发射功率,发射功率,输出功率,Metric,硬件相关;测试验证;通信相关,发射机天线连接处输出的射频功率需符合法规限值,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
铝碳化硅,铝碳化硅,AlSiC,Material,物料;硬件相关;热管理,高导热低膨胀的金属基复合材料用于功率器件散热底座,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
导热相变材料,导热相变材料,PCM,Material,物料;热管理;可靠性,在特定温度发生相变（固-液）能有效填充界面间隙的导热材料,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
互调失真,互调失真,IMD,Metric,硬件相关;测试验证;射频相关,由系统非线性导致两个输入频率产生新频率分量造成的干扰,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
聚萘二甲酸乙二醇酯,聚萘二甲酸乙二醇酯,PEN,Material,物料;FPC;可靠性,性能介于PET和PI之间的柔性基材耐热性优于PET,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
电磁屏蔽泡棉,电磁屏蔽泡棉,导电泡棉,Material,物料;EMC;硬件相关,具有弹性的导电海绵材料用于缝隙的电磁屏蔽,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
相位裕量,相位裕量,相位裕度,Metric,硬件相关;设计;电气性能,反馈系统稳定性的度量相位裕量越大系统越稳定,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
聚苯硫醚,聚苯硫醚,PPS,Material,物料;结构相关;注塑,耐高温耐化学腐蚀尺寸稳定的工程塑料,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
热塑性聚氨酯,热塑性聚氨酯,TPU,Material,物料;结构相关;可靠性,具有良好弹性耐磨性和抗撕裂性的塑料用于保护套等,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
增益平坦度,增益平坦度,增益平坦性,Metric,硬件相关;测试验证;射频相关,放大器在工作频带内增益的波动程度,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
微波复合介质基板,微波复合介质基板,高频板材,Material,物料;PCB;射频相关,具有低损耗稳定介电常数的高频电路板专用材料,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
陶瓷基板,陶瓷基板,陶瓷电路板,Material,物料;硬件相关;热管理,氧化铝氮化铝等陶瓷制成的电路基板绝缘性好导热率高,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
群延迟,群延迟,群时延,Metric,硬件相关;测试验证;射频相关,信号不同频率成分通过系统时的时间延迟差异,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
磁性形状记忆合金,磁性形状记忆合金,MSMA,Material,物料;硬件相关;传感器,在外磁场作用下可产生大应变的新型智能材料,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
OLED面板,OLED面板,有机发光二极管显示屏,Component,显示相关;硬件相关,像素自发光对比度高色彩鲜艳可柔性的显示面板,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
LCD面板,LCD面板,液晶显示屏,Component,显示相关;硬件相关,需要背光模组成本较低技术成熟的液晶显示面板,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
盖板玻璃,盖板玻璃,Cover Glass;防护玻璃,Component,显示相关;结构相关;外观,保护屏幕免受冲击和刮伤的防护玻璃,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
偏光片,偏光片,Polarizer,Component,显示相关;物料,将自然光转换为偏振光是LCD显示不可或缺的组件,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
光学胶,光学胶,OCA,Material,显示相关;物料;制造工艺,用于全贴合粘接盖板与触摸屏或显示屏减少反光提升透光率,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
背光模组,背光模组,Backlight Unit;BLU,Component,显示相关;硬件相关,为LCD提供均匀明亮的面光源的模组,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
显示驱动芯片,显示驱动芯片,DDI;Display Driver IC,Component,显示相关;硬件相关;半导体,接收主机信号驱动显示屏像素点显示图像的芯片,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
触控报点率,触控报点率,Touch Report Rate,Metric,显示相关;性能指标;人机交互,每秒触摸屏上报坐标的次数影响触控跟手性,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
屏幕响应时间,屏幕响应时间,Response Time,Metric,显示相关;性能指标,像素从一种颜色切换到另一种颜色所需的时间影响动态画面拖影,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
对比度,对比度,Contrast Ratio,Metric,显示相关;性能指标,屏幕最亮与最暗区域的亮度比值,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
色域覆盖率,色域覆盖率,Color Gamut Coverage,Metric,显示相关;性能指标;影像相关,显示屏能显示的颜色范围与标准色域（如sRGB DCI-P3）的比值,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
图像传感器,图像传感器,Image Sensor;CIS,Component,影像相关;硬件相关;半导体,将光信号转换为电信号的核心芯片如CMOS传感器,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
镜头,镜头,Lens,Component,影像相关;摄像头模组,光学镜片组负责光线汇聚,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
音圈马达,音圈马达,VCM,Component,影像相关;硬件相关,驱动镜头移动实现对焦的致动器,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
光学防抖,光学防抖,OIS,Component,影像相关;功能;性能指标,通过移动镜组或传感器补偿手抖的技术,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
红外滤光片,红外滤光片,IR Cut Filter,Component,影像相关;物料,滤除红外光使成像色彩更接近人眼所见的滤光片,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
摄像头模组,摄像头模组,CCM,Component,影像相关;硬件相关,将传感器镜头VCM等封装成一体的功能模块,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
信噪比,信噪比,SNR,Metric,影像相关;性能指标,图像信号与噪声的比值衡量图像纯净度,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
灵敏度,灵敏度,Sensitivity,Metric,影像相关;性能指标,传感器将光信号转换为电信号的效率,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
动态范围,动态范围,Dynamic Range,Metric,影像相关;性能指标,传感器能同时捕捉的最亮和最暗细节的范围,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
镜头畸变,镜头畸变,Lens Distortion,Metric,影像相关;性能指标,镜头引起的图像形变如桶形畸变枕形畸变,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
保护板,保护板,BMS;Protection Circuit Module,Component,硬件相关;安全相关;电气性能,管理电池的充放电防止过充过放过流短路的保护电路,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
电池封装膜,电池封装膜,Pouch Film,Material,物料;硬件相关;安全相关,软包电池的外层铝塑复合膜提供封装和绝缘,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
负极材料,负极材料,Anode Material,Material,物料;电池;硬件相关,如石墨锂离子在充电时嵌入其中的负极材料,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
正极材料,正极材料,Cathode Material,Material,物料;电池;硬件相关,如钴酸锂磷酸铁锂锂离子在放电时嵌入其中的正极材料,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
电解液,电解液,Electrolyte,Material,物料;电池;安全相关,提供锂离子在正负极之间迁移的通道的液体,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
隔膜,隔膜,Separator,Material,物料;电池;安全相关,隔离正负极防止短路同时允许离子通过的薄膜,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
额定容量,额定容量,Rated Capacity,Metric,硬件相关;性能指标;电池,电池在特定条件下放出的电量单位mAh,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
能量密度,能量密度,Energy Density,Metric,硬件相关;性能指标;电池,单位体积或重量储存的能量单位Wh/kg或Wh/L,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
循环次数,循环次数,Cycle Life,Metric,硬件相关;性能指标;可靠性,容量衰减到规定值（如80%）时所经历的完整充放电循环次数,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
印刷电路板,印刷电路板,PCB,Component,硬件相关;设计,承载和连接电子元件的基板,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
主芯片,主芯片,SoC;系统级芯片,Component,硬件相关;半导体;设计,集成CPU GPU Modem等核心功能的芯片,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
内存,内存,RAM,Component,硬件相关;半导体,运行内存用于临时存储运行的程序和数据,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
闪存,闪存,Flash;ROM,Component,硬件相关;半导体,存储空间用于存放系统应用和用户数据,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
射频功放,射频功放,PA,Component,硬件相关;射频相关,放大要发射的射频信号的功率放大器,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
电源管理芯片,电源管理芯片,PMIC,Component,硬件相关;电气性能,管理整机的电源分配充电和功耗的芯片,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
PCB板材,PCB板材,Laminate,Material,物料;PCB,制造PCB的基板材料如FR-4高频板材,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
阻焊油墨,阻焊油墨,Solder Mask,Material,物料;PCB,覆盖在铜箔上起绝缘和保护作用的绿色或其他颜色的油墨,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
电源完整性,电源完整性,PI,Metric,硬件相关;设计;电气性能,供给芯片的电源电压稳定纯净的程度,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
电磁兼容性,电磁兼容性,EMC,Metric,硬件相关;设计;测试验证,设备在其电磁环境中能正常工作且不对其他设备构成干扰的能力,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
天线辐射体,天线辐射体,Antenna Radiator,Component,射频相关;硬件相关;通信相关,天线的核心部分直接负责电磁波的辐射和接收,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
天线调谐器,天线调谐器,Antenna Tuner,Component,射频相关;硬件相关;通信相关,动态调整天线阻抗匹配以应对手握环境变化带来的失配,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
射频前端模组,射频前端模组,RFFE,Component,射频相关;硬件相关;通信相关,集成PA LNA开关滤波器等功能的模块,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
功率放大器,功率放大器,PA,Component,射频相关;硬件相关;通信相关,放大发射链路的射频信号功率,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
低噪声放大器,低噪声放大器,LNA,Component,射频相关;硬件相关;通信相关,放大接收链路的微弱信号自身引入的噪声极低,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
双工器,双工器,Duplexer,Component,射频相关;硬件相关;通信相关,在FDD系统中允许发射和接收同时进行并隔离两者信号,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
开关,开关,Switch,Component,射频相关;硬件相关;通信相关,在不同天线或频段之间进行切换,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
滤波器,滤波器,Filter,Component,射频相关;硬件相关;通信相关,滤除带外干扰信号保留所需频带内的信号,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
天线触点,天线触点,Antenna Contact,Component,射频相关;硬件相关;电气连接,天线辐射体与主板射频电路之间的物理连接点通常为弹片或pogo pin,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
同轴电缆,同轴电缆,Coaxial Cable,Component,射频相关;硬件相关;线缆管理,用于传输射频信号具有屏蔽层以防干扰,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
射频连接器,射频连接器,RF Connector,Component,射频相关;硬件相关;电气连接,用于连接射频电缆和PCB如IPEX连接器,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
净空区,净空区,Keep-out Area,Component,射频相关;设计;硬件相关,天线周围为保证辐射效率而禁止布置金属器件的区域,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
总全向灵敏度,总全向灵敏度,TIS,Metric,射频相关;性能指标;通信相关,表征手机在整个空间各个方向上接收微弱信号能力的综合指标,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
总辐射功率,总辐射功率,TRP,Metric,射频相关;性能指标;通信相关,表征手机在整个空间各个方向上辐射功率能力的综合指标,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
回波损耗,回波损耗,Return Loss,Metric,射频相关;性能指标;通信相关,表示入射功率被反射回来的比例值越大如-10dB表示匹配越好反射越小,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
驻波比,驻波比,VSWR,Metric,射频相关;性能指标;通信相关,衡量阻抗匹配程度的另一个常用指标理想值为1:1,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
扬声器BOX,扬声器BOX,Speaker Box,Component,声学;硬件相关;结构相关,为扬声器单元提供密闭或导向的声学腔体极大影响低频响应和灵敏度,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
受话器,受话器,Receiver,Component,声学;硬件相关,用于通话时贴近耳朵听音要求高清晰度,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
麦克风,麦克风,Microphone,Component,声学;硬件相关,将声音信号转换为电信号有MEMS和ECM等类型,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
音频编解码器,音频编解码器,Audio Codec,Component,声学;硬件相关;半导体,负责模拟音频信号与数字音频信号的转换并可能集成音频效果处理,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
扬声器单元,扬声器单元,Speaker Driver,Component,声学;硬件相关,将电信号转换为机械振动从而发声的核心部件包含磁路音圈振膜等,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
声学网布,声学网布,Acoustic Mesh,Material,声学;物料;外观,覆盖在出声孔起到防尘防水具有一定透气性和调节声学阻尼的作用,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
防水透气膜,防水透气膜,Waterproof Breathable Membrane,Material,声学;物料;可靠性,允许空气通过以实现声学导通但能阻止液态水侵入,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
音腔,音腔,Acoustic Chamber,Component,声学;结构相关;硬件相关,麦克风或受话器背后的密封空间其容积对频响有重要影响,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
频率响应,频率响应,Frequency Response,Metric,声学;性能指标,设备输出声压级随频率变化的曲线是衡量音质的基础指标,hardware_module_expansion,2025-09-26T09:29:11.841932,2025-09-26T09:29:11.841932
总谐波失真加噪声,总谐波失真加噪声,THD+N,Metric,声学;性能指标,衡量音频系统非线性失真和本底噪声的综合指标,hardware_module_expansion,2025-09-26T09:29:11.841932,2025-09-26T09:29:11.841932
灵敏度,灵敏度,Sensitivity,Metric,声学;性能指标,给定输入功率如1mW或电压如1V时在指定距离如10cm产生的声压级,hardware_module_expansion,2025-09-26T09:29:11.841932,2025-09-26T09:29:11.841932
最大声压级,最大声压级,Maximum SPL,Metric,声学;性能指标,扬声器在失真不超过限定值时可输出的最大声音强度,hardware_module_expansion,2025-09-26T09:29:11.841932,2025-09-26T09:29:11.841932
金属中框,金属中框,Metal Mid-frame,Component,结构相关;硬件相关,通常采用铝合金不锈钢等提供整机主要结构强度和散热路径,hardware_module_expansion,2025-09-26T09:29:11.841932,2025-09-26T09:29:11.841932
玻璃后盖,玻璃后盖,Glass Back Cover,Component,结构相关;外观;硬件相关,提供美观质感并支持无线充电需与中框可靠粘接,hardware_module_expansion,2025-09-26T09:29:11.842935,2025-09-26T09:29:11.842935
复合板材后盖,复合板材后盖,Composite Back Cover,Component,结构相关;外观;硬件相关,通过注塑喷涂镀膜等工艺实现类似玻璃的质感成本较低,hardware_module_expansion,2025-09-26T09:29:11.842935,2025-09-26T09:29:11.842935
摄像头装饰件,摄像头装饰件,Camera Deco,Component,结构相关;外观;摄像头模组,保护摄像头模组并提升外观层次感常见金属或塑料镀膜,hardware_module_expansion,2025-09-26T09:29:11.842935,2025-09-26T09:29:11.842935
SIM卡托,SIM卡托,SIM Tray,Component,结构相关;硬件相关,需保证与中框的配合精度和插拔手感具备防水功能,hardware_module_expansion,2025-09-26T09:29:11.842935,2025-09-26T09:29:11.842935
侧键,侧键,Side Key,Component,结构相关;硬件相关;人机交互,包括电源键和音量键通常为金属杆状结构通过弹片或Dome片实现触发,hardware_module_expansion,2025-09-26T09:29:11.842935,2025-09-26T09:29:11.842935
Type-C连接器,Type-C连接器,USB Type-C Connector,Component,结构相关;硬件相关;电气连接,负责充电数据传输和音频输出插拔寿命和防水是关键,hardware_module_expansion,2025-09-26T09:29:11.842935,2025-09-26T09:29:11.842935
泡棉,泡棉,Foam;Gasket,Material,结构相关;物料;EMC,用于填充间隙提供缓冲电磁屏蔽或辅助防水,hardware_module_expansion,2025-09-26T09:29:11.843934,2025-09-26T09:29:11.843934
防水胶,防水胶,Waterproof Adhesive,Material,结构相关;物料;可靠性,用于粘接屏幕后盖与中框形成防水密封圈,hardware_module_expansion,2025-09-26T09:29:11.843934,2025-09-26T09:29:11.843934
均热板,均热板,Vapor Chamber,Component,热管理;硬件相关;可靠性,利用内部工质相变蒸发-冷凝进行高效二维热传导散热效率高于热管,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
热管,热管,Heat Pipe,Component,热管理;硬件相关;可靠性,利用内部工质相变进行高效一维热传导的封闭管状器件,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
导热硅脂,导热硅脂,Thermal Grease;Thermal Paste,Material,热管理;物料;可靠性,填充芯片与散热器之间的微间隙降低接触热阻,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
导热石墨片,导热石墨片,Graphite Sheet,Material,热管理;物料;可靠性,具有高面内导热系数用于将热点热量迅速横向扩散,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
导热凝胶,导热凝胶,Thermal Gel,Material,热管理;物料;可靠性,具有一定流动性的膏状导热材料适用于不规则或易碎器件,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
导热相变材料,导热相变材料,PCM,Material,热管理;物料;可靠性,在特定温度如45-60°C发生固-液相变更好地填充间隙,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
金属屏蔽罩,金属屏蔽罩,Shield Can,Component,热管理;硬件相关;EMC,在屏蔽电磁干扰的同时也作为散热片将芯片热量传导出去,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
