term,canonical_name,aliases,category,tags,description,source_file,created_at,updated_at
导通孔树脂塞孔,导通孔树脂塞孔,Resin Plugged Via,制造工艺,工艺参数;PCB,使用树脂填充导通孔，是塞孔的一种方式。,manual_append_remaining,2025-09-25T11:58:24.910131,2025-09-25T11:58:24.910131
热失重,热失重,"Thermogravimetric Analysis, TGA",测试验证,物料;可靠性;测试验证,测量材料质量随温度升高而发生的变化，用于分析热稳定性、成分等。,manual_append_remaining,2025-09-25T11:58:24.910131,2025-09-25T11:58:24.910131
模流分析,模流分析,Mold Flow Analysis,工具,设计;制造工艺;注塑,通过CAE软件模拟塑料在模具中的流动、保压、冷却过程，预测缺陷。,manual_append_remaining,2025-09-25T11:58:24.910131,2025-09-25T11:58:24.910131
真空镀膜,真空镀膜,Vacuum Deposition,制造工艺,工艺参数;CMF;硬件相关,在真空环境中通过物理或化学方法在工件表面沉积薄膜的技术总称。,manual_append_remaining,2025-09-25T11:58:24.910131,2025-09-25T11:58:24.910131
漏测,漏测,测试遗漏;Missed Test,流程相关,质量体系;测试验证,**定义**: 应检项目未执行。 **判定口径**: 测试覆盖率 <100%。 **常见场景**: 产线OBA/功能测试。 **排查路径**: 审核工艺卡→检查治具。 **对策**: 加强自动化测试和流程审核。,manual_append_detailed,2025-09-25T12:08:51.501167,2025-09-25T12:08:51.501167
频偏,频偏,频率偏移;Frequency Offset,性能指标,通信相关;射频相关,**定义**: 无线发射频率偏离标准值。 **判定口径**: 偏移 >±50ppm。 **常见场景**: OTA测试、极端温度。 **排查路径**: 检查晶振→校准电路。 **对策**: 增加温补电路，改善器件精度。,manual_append_detailed,2025-09-25T12:08:51.501167,2025-09-25T12:08:51.501167
电池续航不足,电池续航不足,续航差;Poor Battery Life,性能指标,硬件相关;电池,**定义**: 单次充电使用时长不足。 **判定口径**: 使用时长低于标称值 20%。 **常见场景**: 高功耗应用。 **排查路径**: 功耗分析→检查电芯容量。 **对策**: 优化系统调度，提升电池能量密度。,manual_append_detailed,2025-09-25T12:08:51.501167,2025-09-25T12:08:51.501167
电池容量衰减,电池容量衰减,电池老化;Battery Aging,性能指标,电池;可靠性,**定义**: 电池可用容量下降。 **判定口径**: 循环 500 次后容量 <80%。 **常见场景**: 长期使用。 **排查路径**: 读取电池健康数据。 **对策**: 改善材料体系，增加健康监控。,manual_append_detailed,2025-09-25T12:08:51.501167,2025-09-25T12:08:51.501167
纳米注塑,纳米注塑,NMT,制造工艺,工艺参数;结构相关;可靠性,在金属表面通过化学处理形成纳米级微孔，注塑时塑料渗入形成强机械互锁，实现金属与塑料的牢固结合。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
点胶高度,点胶高度,针头离板高度,制造工艺,工艺参数;点胶;SMT,点胶针头尖端与PCB表面的距离，影响胶点形状和一致性。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
声学密封性,声学密封性,声学气密性,性能指标,硬件相关;声学;可靠性,扬声器BOX或麦克风腔体的密封程度，直接影响低频响应和灵敏度。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
钢板张力,钢板张力,钢网张力,制造工艺,工艺参数;SMT,张紧钢网使其保持平整的力，张力不足会导致印刷时钢网下垂，影响锡膏厚度。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
离子污染度,离子污染度,离子洁净度,性能指标,PCB;可靠性;测试验证,单位面积PCB表面可水解离子的当量浓度，常用NaCl当量表示，要求低于特定阈值（如1.56μg/cm²）。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
焊点推拉力,焊点推拉力,焊点强度测试,测试验证,可靠性;SMT;硬件相关,使用推拉力测试仪测量单个焊点所能承受的机械强度，用于工艺验证和失效分析。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
模流剪切热,模流剪切热,剪切生热,制造工艺,工艺参数;注塑;可靠性,塑料熔体在高速流经狭小区域时，因内部分子摩擦产生热量，可能导致材料降解。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
天线频段,天线频段,工作频段,性能指标,硬件相关;通信相关;设计,"天线能有效工作的频率范围，需覆盖目标市场的所有通信制式（如LTE Band 1, 3, 5...）。",manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
真空回流焊,真空回流焊,真空炉,制造工艺,工艺参数;SMT;可靠性,在真空环境下进行回流焊，能有效消除焊点内部气泡，大幅减少空洞率，提升可靠性。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
胶体屈服值,胶体屈服值,屈服应力,性能指标,物料;制造工艺;点胶,使胶水开始流动所需的最小剪切应力，影响点胶的起始性和抗塌陷性。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
板级可靠性,板级可靠性,BLR,测试验证,可靠性;硬件相关;PCB,针对装配好的PCB进行的可靠性测试，如温度循环、跌落、弯曲等，评估其在实际应用中的寿命。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
激光功率密度,激光功率密度,能量密度,制造工艺,工艺参数;激光加工,单位面积上的激光能量，决定加工效果（如切割、焊接、打标）的质量和效率。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
电化学阻抗谱,电化学阻抗谱,EIS,测试验证,硬件相关;电池;可靠性,通过施加小幅交流电信号测量电池阻抗随频率的变化，用于分析电池健康状态和反应机理。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
模内收缩率,模内收缩率,体积收缩率,性能指标,物料;注塑;设计,塑料从熔融状态冷却到固态时的体积变化率，是模具设计时确定收缩补偿系数的依据。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
信号眼图,信号眼图,眼图,性能指标,硬件相关;测试验证;设计,"用于评估高速数字信号质量（如MIPI, USB）的图形化方法，眼图张开度越大，信号质量越好。",manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
邦定线弧高度,邦定线弧高度,线弧拱高,制造工艺,工艺参数;半导体;封装,键合线最高点与芯片表面的垂直距离，需精确控制以避免与盖板干涉或短路。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
导热系数,导热系数,热导率,性能指标,物料;热管理;可靠性,材料传导热量的能力，单位W/(m·K)，是选择散热材料的关键参数。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
锡膏坍落度,锡膏坍落度,锡膏流变性,性能指标,物料;SMT;制造工艺,衡量锡膏印刷后保持原有形状、抵抗流动和变形能力的指标。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
模流平衡分析,模流平衡分析,流道平衡,工具,设计;制造工艺;注塑,通过模拟优化流道系统设计，确保各型腔能同时充满，减少产品间的差异。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
射频传导骚扰,射频传导骚扰,射频干扰,测试验证,EMC;可靠性;硬件相关,通过电源线或信号线向外发射的射频噪声，需要满足EMC法规限值。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
胶体储能模量,胶体储能模量,弹性模量,性能指标,物料;可靠性;点胶,胶粘剂在交变应力下弹性变形分量对应的模量，反映其弹性行为。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
高倍率扫描电镜,高倍率扫描电镜,SEM,工具,测试验证;可靠性;失效分析,利用聚焦电子束扫描样品表面，获得高分辨率形貌图像，用于微观结构观察和失效分析。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
模内温度传感器,模内温度传感器,模温感应器,工具,制造工艺;注塑;测试验证,植入模具内部，用于实时监测型腔表面或内部某点温度的设备。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
信号上升时间,信号上升时间,Rise Time,性能指标,硬件相关;设计;测试验证,数字信号从低电平上升到高电平规定比例所需的时间，是信号完整性的关键参数。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
邦定第二点,邦定第二点,stitch bond,制造工艺,工艺参数;半导体;封装,键合线在引脚或基板焊盘上的连接点，与芯片上的第一点（球焊）相对应。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
热重分析仪,热重分析仪,TGA,工具,测试验证;物料;可靠性,测量样品质量随温度或时间变化关系的仪器，用于分析热稳定性、分解温度等。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
锡膏印刷性,锡膏印刷性,印刷适性,性能指标,物料;SMT;制造工艺,锡膏通过钢网开口转移到PCB焊盘上的能力，包括填充性、脱模性等。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
模流熔接痕强度,模流熔接痕强度,熔合线强度,性能指标,制造工艺;注塑;结构相关,两股熔体前沿相遇形成的熔接痕区域的力学强度，通常低于本体强度。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
辐射骚扰场强,辐射骚扰场强,辐射发射,测试验证,EMC;可靠性;硬件相关,设备通过空间向外辐射的电磁噪声场强，需在暗室中测量并满足法规要求。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
胶体损耗模量,胶体损耗模量,粘性模量,性能指标,物料;可靠性;点胶,胶粘剂在交变应力下粘性变形分量对应的模量，反映其粘性耗能行为。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
X射线荧光光谱,X射线荧光光谱,XRF,工具,测试验证;物料;CMF,利用X射线激发样品元素产生特征荧光，进行成分定性定量分析，用于镀层厚度、材料成分检测。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
模内冷却速率,模内冷却速率,冷却速度,制造工艺,工艺参数;注塑;可靠性,塑胶件在模具内的冷却速度，影响结晶度、内应力和最终尺寸。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
阻抗匹配,阻抗匹配,阻抗控制,设计,硬件相关;射频相关;PCB,使源端、传输线和负载端的阻抗一致，以实现最大功率传输和最小信号反射。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
邦定球剪切力,邦定球剪切力,球剪切强度,测试验证,可靠性;半导体;制造工艺,测量将金球焊点从芯片焊盘上剪切下来所需的力，评估键合界面强度。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
锡膏金属粉末粒径,锡膏金属粉末粒径,锡粉粒度,性能指标,物料;SMT;制造工艺,锡膏中合金粉末的尺寸大小及分布，影响印刷分辨率、塌陷性和焊接效果。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
模流保压压力,模流保压压力,二次压力,制造工艺,工艺参数;注塑,注射完成后，为了补偿塑料收缩而继续施加的压力，对产品尺寸和缩水至关重要。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
静电放电抗扰度,静电放电抗扰度,ESD Immunity,测试验证,EMC;可靠性;硬件相关,设备抵御静电放电干扰而不出现性能降级或损坏的能力，需满足IEC 61000-4-2等标准。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
胶体tanδ,胶体tanδ,损耗因子,性能指标,物料;电气性能;点胶,损耗模量与储能模量的比值，表征胶粘剂在交变电场中能量损耗的大小。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
聚焦离子束,聚焦离子束,FIB,工具,测试验证;可靠性;失效分析,用聚焦的离子束对样品进行纳米级加工、切割和成像，用于芯片电路修改和截面分析。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
共模抑制比,共模抑制比,CMRR,性能指标,硬件相关;电气性能;测试验证,衡量差分放大器抑制共模信号（干扰）能力的指标。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
邦定线线径,邦定线线径,金线直径,制造工艺,工艺参数;半导体;封装,"键合金线的直径，常见有0.8mil, 1.0mil, 1.2mil等，影响电流承载能力和机械强度。",manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
热循环寿命,热循环寿命,温度循环寿命,性能指标,可靠性;测试验证;硬件相关,产品在规定的温度循环条件下，直到失效所能承受的循环次数。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
锡膏触变指数,锡膏触变指数,TI值,性能指标,物料;SMT;制造工艺,锡膏在低剪切速率和高剪切速率下的粘度比值，衡量其触变性的恢复能力。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
模流翘曲预测,模流翘曲预测,变形分析,工具,设计;制造工艺;注塑,通过CAE软件预测注塑件冷却后的翘曲变形趋势，指导模具和产品设计优化。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
浪涌抗扰度,浪涌抗扰度,雷击测试,测试验证,EMC;可靠性;硬件相关,设备抵御电网开关瞬变或间接雷击引起的高能量瞬态过电压/过电流的能力。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
胶体体积变化率,胶体体积变化率,固化体积收缩,性能指标,物料;制造工艺;点胶,胶水从液态到完全固化后体积变化的百分比，影响内应力和接合精度。,manual_append_massive,2025-09-25T12:16:41.138714,2025-09-25T12:16:41.138714
红外热成像仪,红外热成像仪,热像仪,工具,测试验证;热管理;可靠性,将物体表面的温度分布转换为可视化的热图，用于定位过热点和分析热分布。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
模内气体辅助,模内气体辅助,气辅注塑,制造工艺,工艺参数;注塑;设计,向熔融塑料中注入高压氮气，推动塑料填充并形成中空截面，可减少缩水、节省材料。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
功率循环测试,功率循环测试,主动温度循环,测试验证,可靠性;硬件相关;热管理,通过给器件周期性通断电，使其自身发热和冷却，考核其热疲劳寿命。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
锡膏印刷厚度,锡膏印刷厚度,锡厚,性能指标,制造工艺;SMT;测试验证,锡膏印刷后留在PCB焊盘上的厚度，通常用螺旋测微计或3D光学扫描仪测量。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
电快速瞬变脉冲群,电快速瞬变脉冲群,EFT/Burst,测试验证,EMC;可靠性;硬件相关,模拟继电器触点抖动等产生的成群快速瞬变脉冲干扰，测试设备的抗扰度。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
胶体玻璃化转变温度,胶体玻璃化转变温度,Tg,性能指标,物料;可靠性;点胶,同前，胶粘剂的玻璃化转变温度。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
超声波扫描显微镜,超声波扫描显微镜,SAT,工具,测试验证;可靠性;失效分析,利用超声波探测材料内部缺陷（如分层、空洞）的无损检测方法。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
模内微发泡,模内微发泡,微孔发泡,制造工艺,工艺参数;注塑;结构相关,通过超临界流体在塑料内部产生微米级气泡，减轻重量、减少翘曲和缩水。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
电源抑制比,电源抑制比,PSRR,性能指标,硬件相关;电气性能;测试验证,衡量电路（如LDO）抑制电源输入端纹波和噪声传递到输出端的能力。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
机械疲劳寿命,机械疲劳寿命,疲劳强度,性能指标,结构相关;可靠性;测试验证,材料或结构在交变应力作用下发生疲劳断裂前所能承受的应力循环次数。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
模流冷却分析,模流冷却分析,冷却系统分析,工具,设计;制造工艺;注塑,模拟模具冷却系统的效率，优化水路布局，缩短周期时间并减少热变形。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
电压跌落与中断,电压跌落与中断,电压暂降,测试验证,EMC;可靠性;硬件相关,模拟电网电压短时下降或中断，测试设备功能的抗干扰性和恢复能力。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
胶体热膨胀系数,胶体热膨胀系数,CTE,性能指标,物料;结构相关;可靠性,胶粘剂热膨胀系数，与基材匹配可减少热应力。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
X射线检测,X射线检测,AXI,工具,测试验证;SMT;制造工艺,自动X射线检测，用于检查BGA、QFN等隐藏焊点的焊接质量，如短路、开路、空洞。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
模内变模温技术,模内变模温技术,快速热循环,制造工艺,工艺参数;注塑;CMF,在注塑前快速加热模具，注射后快速冷却，可消除熔接痕、提升表面光泽度。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
时序分析,时序分析,信号时序,设计,硬件相关;测试验证;软件相关,确保数字系统中相关信号满足建立时间和保持时间的要求，避免时序违规。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
锡膏黏度曲线,锡膏黏度曲线,流变曲线,性能指标,物料;SMT;制造工艺,锡膏粘度随剪切速率变化的曲线，全面表征其流变特性。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
谐波电流发射,谐波电流发射,电流谐波,测试验证,EMC;可靠性;硬件相关,设备从电网吸取的电流中除基波外的谐波成分含量，需符合规范以减小对电网污染。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
胶体固化动力学,胶体固化动力学,固化反应速率,性能指标,物料;制造工艺;点胶,研究胶粘剂固化反应速度与温度、时间等条件的关系。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
声学扫描显微镜,声学扫描显微镜,C-SAM,工具,测试验证;可靠性;失效分析,同超声波扫描显微镜。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
抖动,抖动,Jitter,性能指标,硬件相关;测试验证;设计,数字信号边沿相对于其理想时间位置的短期偏移，是高速信号完整性的重要参数。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
邦定线弧形状,邦定线弧形状,线弧轮廓,制造工艺,工艺参数;半导体;封装,键合线从芯片到引脚的弧形轨迹，需优化以实现可靠的电气连接和机械稳定性。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
电压波动抗扰度,电压波动抗扰度,闪烁测试,测试验证,EMC;可靠性;硬件相关,设备对电网电压波动（如由大功率设备启停引起）的抗干扰能力。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
光学轮廓仪,光学轮廓仪,白光干涉仪,工具,测试验证;制造工艺;外观,用于非接触式测量表面形貌、粗糙度、台阶高度等三维轮廓信息。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
模内层压,模内层压,模内贴膜,制造工艺,工艺参数;结构相关;CMF,将装饰性或功能性薄膜在注塑过程中与塑胶件复合。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
误码率,误码率,BER,性能指标,硬件相关;测试验证;通信相关,在数字传输系统中，错误比特数与总传输比特数之比，衡量传输可靠性。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
锡膏印刷面积比,锡膏印刷面积比,面积比,性能指标,设计;SMT;制造工艺,钢网开口面积与孔壁侧面积的比值，经验上大于0.66有利于锡膏释放。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
工频磁场抗扰度,工频磁场抗扰度,磁场抗扰度,测试验证,EMC;可靠性;硬件相关,设备对50/60Hz电源频率磁场干扰的抵抗能力。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
激光共聚焦显微镜,激光共聚焦显微镜,CLSM,工具,测试验证;可靠性;失效分析,利用激光扫描和针孔技术，获得样品不同深度的光学切片，实现三维成像。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
模内传感器,模内传感器,智能模具,工具,制造工艺;注塑;测试验证,集成在模具内用于监测压力、温度、位移等参数的传感器总称。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
信纳比,信纳比,SINAD,性能指标,硬件相关;测试验证;声学,信号+噪声+失真的总功率与噪声+失真的功率之比，衡量音频系统的动态性能。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
邦定线弧长度,邦定线弧长度,线弧跨度,制造工艺,工艺参数;半导体;封装,键合线从第一点到第二点的水平投影距离。,manual_append_massive,2025-09-25T12:21:07.739501,2025-09-25T12:21:07.739501
红外热成像仪,红外热成像仪,热像仪,工具,测试验证;热管理;可靠性,将物体表面的温度分布转换为可视化的热图，用于定位过热点和分析热分布。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
模内气体辅助,模内气体辅助,气辅注塑,制造工艺,工艺参数;注塑;设计,向熔融塑料中注入高压氮气，推动塑料填充并形成中空截面，可减少缩水、节省材料。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
功率循环测试,功率循环测试,主动温度循环,测试验证,可靠性;硬件相关;热管理,通过给器件周期性通断电，使其自身发热和冷却，考核其热疲劳寿命。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
锡膏印刷厚度,锡膏印刷厚度,锡厚,性能指标,制造工艺;SMT;测试验证,锡膏印刷后留在PCB焊盘上的厚度，通常用螺旋测微计或3D光学扫描仪测量。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
电快速瞬变脉冲群,电快速瞬变脉冲群,EFT/Burst,测试验证,EMC;可靠性;硬件相关,模拟继电器触点抖动等产生的成群快速瞬变脉冲干扰，测试设备的抗扰度。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
胶体玻璃化转变温度,胶体玻璃化转变温度,Tg,性能指标,物料;可靠性;点胶,胶粘剂的玻璃化转变温度。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
超声波扫描显微镜,超声波扫描显微镜,SAT,工具,测试验证;可靠性;失效分析,利用超声波探测材料内部缺陷（如分层、空洞）的无损检测方法。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
模内微发泡,模内微发泡,微孔发泡,制造工艺,工艺参数;注塑;结构相关,通过超临界流体在塑料内部产生微米级气泡，减轻重量、减少翘曲和缩水。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
电源抑制比,电源抑制比,PSRR,性能指标,硬件相关;电气性能;测试验证,衡量电路（如LDO）抑制电源输入端纹波和噪声传递到输出端的能力。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
机械疲劳寿命,机械疲劳寿命,疲劳强度,性能指标,结构相关;可靠性;测试验证,材料或结构在交变应力作用下发生疲劳断裂前所能承受的应力循环次数。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
模流冷却分析,模流冷却分析,冷却系统分析,工具,设计;制造工艺;注塑,模拟模具冷却系统的效率，优化水路布局，缩短周期时间并减少热变形。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
电压跌落与中断,电压跌落与中断,电压暂降,测试验证,EMC;可靠性;硬件相关,模拟电网电压短时下降或中断，测试设备功能的抗干扰性和恢复能力。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
胶体热膨胀系数,胶体热膨胀系数,CTE,性能指标,物料;结构相关;可靠性,胶粘剂热膨胀系数，与基材匹配可减少热应力。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
X射线检测,X射线检测,AXI,工具,测试验证;SMT;制造工艺,自动X射线检测，用于检查BGA、QFN等隐藏焊点的焊接质量，如短路、开路、空洞。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
模内变模温技术,模内变模温技术,快速热循环,制造工艺,工艺参数;注塑;CMF,在注塑前快速加热模具，注射后快速冷却，可消除熔接痕、提升表面光泽度。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
时序分析,时序分析,信号时序,设计,硬件相关;测试验证;软件相关,确保数字系统中相关信号满足建立时间和保持时间的要求，避免时序违规。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
锡膏黏度曲线,锡膏黏度曲线,流变曲线,性能指标,物料;SMT;制造工艺,锡膏粘度随剪切速率变化的曲线，全面表征其流变特性。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
谐波电流发射,谐波电流发射,电流谐波,测试验证,EMC;可靠性;硬件相关,设备从电网吸取的电流中除基波外的谐波成分含量，需符合规范以减小对电网污染。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
胶体固化动力学,胶体固化动力学,固化反应速率,性能指标,物料;制造工艺;点胶,研究胶粘剂固化反应速度与温度、时间等条件的关系。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
声学扫描显微镜,声学扫描显微镜,C-SAM,工具,测试验证;可靠性;失效分析,同超声波扫描显微镜。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
抖动,抖动,Jitter,性能指标,硬件相关;测试验证;设计,数字信号边沿相对于其理想时间位置的短期偏移，是高速信号完整性的重要参数。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
邦定线弧形状,邦定线弧形状,线弧轮廓,制造工艺,工艺参数;半导体;封装,键合线从芯片到引脚的弧形轨迹，需优化以实现可靠的电气连接和机械稳定性。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
电压波动抗扰度,电压波动抗扰度,闪烁测试,测试验证,EMC;可靠性;硬件相关,设备对电网电压波动（如由大功率设备启停引起）的抗干扰能力。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
光学轮廓仪,光学轮廓仪,白光干涉仪,工具,测试验证;制造工艺;外观,用于非接触式测量表面形貌、粗糙度、台阶高度等三维轮廓信息。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
模内层压,模内层压,模内贴膜,制造工艺,工艺参数;结构相关;CMF,将装饰性或功能性薄膜在注塑过程中与塑胶件复合。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
误码率,误码率,BER,性能指标,硬件相关;测试验证;通信相关,在数字传输系统中，错误比特数与总传输比特数之比，衡量传输可靠性。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
锡膏印刷面积比,锡膏印刷面积比,面积比,性能指标,设计;SMT;制造工艺,钢网开口面积与孔壁侧面积的比值，经验上大于0.66有利于锡膏释放。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
工频磁场抗扰度,工频磁场抗扰度,磁场抗扰度,测试验证,EMC;可靠性;硬件相关,设备对50/60Hz电源频率磁场干扰的抵抗能力。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
激光共聚焦显微镜,激光共聚焦显微镜,CLSM,工具,测试验证;可靠性;失效分析,利用激光扫描和针孔技术，获得样品不同深度的光学切片，实现三维成像。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
