term,canonical_name,aliases,category,tags,description,source_file,created_at,updated_at
充不进电,充不进电,无法充电;Not Charging,异常现象,电池;硬件相关,**定义**: 手机接入电源无法充电。 **判定口径**: 电池电量无上升。 **常见场景**: 接口损坏、过放保护。 **排查路径**: 检查充电口→电池保护板。 **对策**: 增强接口防护，优化BMS策略。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
电池发热,电池发热,充电发烫;Battery Heating,异常现象,电池;安全相关,**定义**: 电池温度异常升高。 **判定口径**: 电池温度 >50℃。 **常见场景**: 快充、边充边玩。 **排查路径**: 检查快充协议→电芯阻抗。 **对策**: 控制快充功率，提升散热。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
耗电异常,耗电异常,功耗异常;Abnormal Power Drain,异常现象,软件相关;电池,**定义**: 待机/使用时电量消耗过快。 **判定口径**: 待机功耗 >200mW。 **常见场景**: APP后台运行。 **排查路径**: 分析耗电曲线→定位进程。 **对策**: 优化系统调度，限制异常应用。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
过充,过充,过度充电;Over Charging,异常现象,电池;安全相关,**定义**: 电池电压超过安全上限。 **判定口径**: 电压 >4.35V。 **常见场景**: 充电保护失效。 **排查路径**: 检查BMS→充电IC。 **对策**: 增加保护电路，提升电芯一致性。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
过放,过放,过度放电;Over Discharging,异常现象,电池;安全相关,**定义**: 电池电压低于安全下限。 **判定口径**: 电压 <3.0V。 **常见场景**: 长时间未充电。 **排查路径**: 检查电池保护板。 **对策**: 增加欠压保护，改善电量计校准。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
电池膨胀,电池膨胀,电芯膨胀;Cell Expansion,异常现象,电池;可靠性,**定义**: 电芯鼓胀导致结构异常。 **判定口径**: 厚度增加 >10%。 **常见场景**: 高温、寿命末期。 **排查路径**: 检查气胀情况。 **对策**: 优化电芯材料，增加气体吸收层。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
屏幕碎裂,屏幕碎裂,屏幕破裂;Screen Crack,异常现象,显示相关;结构相关,**定义**: 显示屏出现裂纹/碎裂。 **判定口径**: 裂纹可见。 **常见场景**: 跌落。 **排查路径**: 检查玻璃材质/结构。 **对策**: 使用康宁大猩猩玻璃，优化保护壳设计。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
屏幕进灰,屏幕进灰,显示进灰;Dust Inside Screen,异常现象,显示相关;结构相关,**定义**: 屏幕层间进入异物。 **判定口径**: 黑屏下可见颗粒。 **常见场景**: 密封不良。 **排查路径**: 检查密封胶→结构间隙。 **对策**: 改善装配工艺，增加洁净度控制。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
色偏,色偏,显示偏色;Color Shift,异常现象,显示相关;CMF,**定义**: 显示色彩与标准不符。 **判定口径**: ΔE >3。 **常见场景**: 屏幕老化。 **排查路径**: 检查色彩管理→面板一致性。 **对策**: 增加出厂校色，优化算法。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
残影,残影,烧屏;Image Retention,异常现象,显示相关;可靠性,**定义**: 静态画面残留。 **判定口径**: 静态图像切换后残留 >30s。 **常见场景**: OLED屏。 **排查路径**: 检查驱动算法→面板寿命。 **对策**: 优化像素刷新，增加均匀老化策略。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
闪烁,闪烁,屏闪;Flicker,异常现象,显示相关;影像相关,**定义**: 屏幕亮度快速变化。 **判定口径**: PWM频率 <240Hz。 **常见场景**: 低亮度使用。 **排查路径**: 检查驱动IC→调光方案。 **对策**: 提升PWM频率，采用DC调光。,manual_append_detailed,2025-09-25T12:08:51.500167,2025-09-25T12:08:51.500167
模内取向效应,模内取向效应,分子取向,异常现象,制造工艺;注塑;可靠性,注塑过程中高分子链沿流动方向排列，导致产品力学性能和热膨胀系数各向异性。,manual_append_massive,2025-09-25T12:16:41.137709,2025-09-25T12:16:41.137709
信号地弹,信号地弹,地噪声,异常现象,硬件相关;电气性能;设计,多个数字输出同时切换时，因封装电感引起地电位波动，影响输入电平判断。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
模流纤维取向,模流纤维取向,纤维排向,异常现象,制造工艺;注塑;可靠性,增强纤维在注塑过程中沿流动方向取向，导致产品强度和热膨胀呈现方向性。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
邦定cratering,邦定cratering,弹坑效应,异常现象,可靠性;半导体;封装,键合过程中过大的超声波能量或压力导致芯片下方的硅材料产生裂纹或崩缺。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
锡膏印刷偏移,锡膏印刷偏移,印刷对位偏差,异常现象,制造工艺;SMT,锡膏印刷图形与PCB焊盘之间的位置偏差，需控制在允许范围内。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
邦定Pad污染,邦定Pad污染,焊盘污染,异常现象,可靠性;半导体;封装,芯片键合焊盘表面存在氧化物、有机物或离子污染，影响键合强度和可靠性。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
腐蚀疲劳,腐蚀疲劳,环境疲劳,异常现象,可靠性;结构相关;硬件相关,材料在腐蚀性环境和交变应力共同作用下，疲劳寿命显著降低的现象。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
模流残余应力,模流残余应力,内应力,异常现象,制造工艺;注塑;可靠性,注塑件内部因不均匀冷却和分子取向被冻结而形成的应力，是翘曲和开裂的根源。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
蠕变,蠕变,徐变,异常现象,可靠性;结构相关;物料,材料在恒定应力下，应变随时间缓慢增加的现象，影响长期尺寸稳定性。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
锡膏热坍塌,锡膏热坍塌,热塌陷,异常现象,SMT;制造工艺;可靠性,锡膏在回流焊预热阶段，因粘度下降过度而扩散到焊盘之外，可能导致桥连。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
模流纤维断裂,模流纤维断裂,纤维损伤,异常现象,制造工艺;注塑;可靠性,长纤维增强塑料在注塑过程中，纤维因强剪切力而断裂，降低增强效果。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
胶体化学老化,胶体化学老化,化学降解,异常现象,物料;可靠性;点胶,胶粘剂因与环境中化学物质（如臭氧、UV）反应而性能劣化。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
应力松弛,应力松弛,应力弛豫,异常现象,可靠性;结构相关;物料,材料在保持恒定应变的情况下，其内部应力随时间逐渐减小的现象。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
模流热残渣,模流热残渣,材料降解,异常现象,制造工艺;注塑;可靠性,塑料在料筒或喷嘴中长时间受热，发生分解产生黑点或焦化物。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
胶体物理老化,胶体物理老化,物理老化,异常现象,物料;可靠性;点胶,非晶态聚合物在玻璃化转变温度以下，其体积和 enthalpy 向平衡状态缓慢松弛的过程，导致性能变化。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
氢致开裂,氢致开裂,氢脆,异常现象,可靠性;结构相关;硬件相关,金属材料因吸收氢原子而在应力作用下发生脆性断裂的现象。,manual_append_massive,2025-09-25T12:21:07.736492,2025-09-25T12:21:07.736492
信号地弹,信号地弹,地噪声,异常现象,硬件相关;电气性能;设计,多个数字输出同时切换时，因封装电感引起地电位波动，影响输入电平判断。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
模流纤维取向,模流纤维取向,纤维排向,异常现象,制造工艺;注塑;可靠性,增强纤维在注塑过程中沿流动方向取向，导致产品强度和热膨胀呈现方向性。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
邦定cratering,邦定cratering,弹坑效应,异常现象,可靠性;半导体;封装,键合过程中过大的超声波能量或压力导致芯片下方的硅材料产生裂纹或崩缺。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
锡膏印刷偏移,锡膏印刷偏移,印刷对位偏差,异常现象,制造工艺;SMT,锡膏印刷图形与PCB焊盘之间的位置偏差，需控制在允许范围内。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
邦定Pad污染,邦定Pad污染,焊盘污染,异常现象,可靠性;半导体;封装,芯片键合焊盘表面存在氧化物、有机物或离子污染，影响键合强度和可靠性。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
腐蚀疲劳,腐蚀疲劳,环境疲劳,异常现象,可靠性;结构相关;硬件相关,材料在腐蚀性环境和交变应力共同作用下，疲劳寿命显著降低的现象。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
模流残余应力,模流残余应力,内应力,异常现象,制造工艺;注塑;可靠性,注塑件内部因不均匀冷却和分子取向被冻结而形成的应力，是翘曲和开裂的根源。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
蠕变,蠕变,徐变,异常现象,可靠性;结构相关;物料,材料在恒定应力下，应变随时间缓慢增加的现象，影响长期尺寸稳定性。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
锡膏热坍塌,锡膏热坍塌,热塌陷,异常现象,SMT;制造工艺;可靠性,锡膏在回流焊预热阶段，因粘度下降过度而扩散到焊盘之外，可能导致桥连。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
模流纤维断裂,模流纤维断裂,纤维损伤,异常现象,制造工艺;注塑;可靠性,长纤维增强塑料在注塑过程中，纤维因强剪切力而断裂，降低增强效果。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
胶体化学老化,胶体化学老化,化学降解,异常现象,物料;可靠性;点胶,胶粘剂因与环境中化学物质（如臭氧、UV）反应而性能劣化。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
应力松弛,应力松弛,应力弛豫,异常现象,可靠性;结构相关;物料,材料在保持恒定应变的情况下，其内部应力随时间逐渐减小的现象。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
模流热残渣,模流热残渣,材料降解,异常现象,制造工艺;注塑;可靠性,塑料在料筒或喷嘴中长时间受热，发生分解产生黑点或焦化物。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
胶体物理老化,胶体物理老化,物理老化,异常现象,物料;可靠性;点胶,非晶态聚合物在玻璃化转变温度以下，其体积和enthalpy向平衡状态缓慢松弛的过程，导致性能变化。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
氢致开裂,氢致开裂,氢脆,异常现象,可靠性;结构相关;硬件相关,金属材料因吸收氢原子而在应力作用下发生脆性断裂的现象。,manual_append_batch2,2025-09-25T12:23:05.379876,2025-09-25T12:23:05.379876
视频不同步,视频不同步,声画不同步;AV Sync Issue,异常现象,软件相关;影像相关,**定义**: 视频播放时声音和画面不同步。 **判定口径**: 延迟 >200ms。 **常见场景**: 在线播放、通话。 **排查路径**: 检查解码→缓冲机制。 **对策**: 优化同步算法，减少延迟。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
录像掉帧,录像掉帧,视频丢帧;Video Frame Drop,异常现象,影像相关;性能指标,**定义**: 录像过程中丢失帧。 **判定口径**: 丢帧率 >5%。 **常见场景**: 高分辨率录像。 **排查路径**: 检查存储写入速度→ISP负载。 **对策**: 提升存储性能，优化编码。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
自拍过曝,自拍过曝,前摄过曝;Selfie Overexposure,异常现象,影像相关;摄像头模组,**定义**: 前置摄像头拍照曝光过度。 **判定口径**: 过曝面积 >20%。 **常见场景**: 强光自拍。 **排查路径**: 检查AE算法→镜头参数。 **对策**: 优化HDR，增加曝光补偿。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
夜拍拖影,夜拍拖影,暗光拖影;Night Smear,异常现象,影像相关;摄像头模组,**定义**: 暗光下拍照出现拖影。 **判定口径**: 拖影长度 >3px。 **常见场景**: 夜景拍照。 **排查路径**: 检查快门速度→OIS。 **对策**: 优化夜景算法，提升防抖性能。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
电池续航不足,电池续航不足,续航差;Poor Battery Life,异常现象,硬件相关;电池,**定义**: 电池使用时间明显不足。 **判定口径**: 实测续航低于标称 20%。 **常见场景**: 高功耗应用。 **排查路径**: 检查电池健康度→功耗分析。 **对策**: 优化系统功耗，改进电池容量。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
电池过热,电池过热,电池温度过高;Battery Overheat,异常现象,硬件相关;安全相关,**定义**: 电池在充电或使用时过热。 **判定口径**: 电池温度 >45℃。 **常见场景**: 快充、高负载。 **排查路径**: 检查充电IC→散热设计。 **对策**: 增加温控保护，改善散热。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
无法充电,无法充电,充电失败;Charging Fail,异常现象,硬件相关;充电,**定义**: 手机无法进入充电状态。 **判定口径**: 插入充电器无反应。 **常见场景**: 接口损坏。 **排查路径**: 检查尾插→充电IC。 **对策**: 提升接口强度，增加防尘设计。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
无线充不稳,无线充不稳,无线充电中断;Wireless Charging Unstable,异常现象,硬件相关;充电,**定义**: 无线充电过程中频繁中断。 **判定口径**: 中断率 >5%。 **常见场景**: 位置偏移。 **排查路径**: 检查线圈对准→EMC干扰。 **对策**: 优化线圈设计，改善异物检测。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
快充不生效,快充不生效,快充失败;Fast Charging Fail,异常现象,硬件相关;充电,**定义**: 手机无法进入快充模式。 **判定口径**: 实测功率 <10W。 **常见场景**: 非匹配适配器。 **排查路径**: 检查协议→电路设计。 **对策**: 增强快充兼容性。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
待机掉电快,待机掉电快,待机耗电大;High Standby Power,异常现象,软件相关;电池,**定义**: 手机在待机时掉电快。 **判定口径**: 待机功耗 >1%/h。 **常见场景**: 应用后台异常。 **排查路径**: 检查系统进程→基带状态。 **对策**: 优化后台管控，降低常驻功耗。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
电池鼓包,电池鼓包,电池膨胀;Battery Swelling,异常现象,硬件相关;安全相关,**定义**: 电池外形鼓起。 **判定口径**: 厚度增加 >10%。 **常见场景**: 长期充电/老化。 **排查路径**: 检查循环次数→气体析出。 **对策**: 严格寿命管控，优化材料。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
电量显示异常,电量显示异常,电量不准;Inaccurate Battery Indicator,异常现象,软件相关;电池,**定义**: 电量显示与实际不符。 **判定口径**: 偏差 >10%。 **常见场景**: 电量跳变。 **排查路径**: 检查计量芯片→软件校准。 **对策**: 增加自学习算法，优化校准机制。,manual_append_detailed_symptoms,2025-09-25T13:47:19.427446,2025-09-25T13:47:19.427446
自动关机,自动关机,无故关机;Unexpected Shutdown,异常现象,硬件相关;电池,**定义**: 手机电量充足时自动关机。 **判定口径**: 电量 >20% 突然关机。 **常见场景**: 电池老化/低温。 **排查路径**: 检查电池内阻→PMIC。 **对策**: 增加低温补偿，优化电源管理。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
自动重启,自动重启,意外重启;Auto Reboot,异常现象,软件相关;系统稳定性,**定义**: 手机非人为操作重启。 **判定口径**: 重启频率 >1 次/天。 **常见场景**: 系统升级、APP异常。 **排查路径**: 分析log→排查内存/电源。 **对策**: 优化系统稳定性，修复Bug。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
应用闪退,应用闪退,APP崩溃;App Crash,异常现象,软件相关;用户体验,**定义**: 应用运行中意外关闭。 **判定口径**: 崩溃率 >1%。 **常见场景**: 高内存占用。 **排查路径**: 查看log→内存泄漏。 **对策**: 优化APP，完善异常捕获。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
系统升级失败,系统升级失败,OTA失败;OTA Fail,异常现象,软件相关;系统升级,**定义**: OTA升级无法完成。 **判定口径**: 升级失败率 >1%。 **常见场景**: 网络中断、存储不足。 **排查路径**: 检查下载包→存储空间。 **对策**: 增强断点续传，提示存储清理。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
恶意重启,恶意重启,Bootloop;Reboot Loop,异常现象,软件相关;系统启动,**定义**: 系统不断重启。 **判定口径**: 启动失败 >3 次。 **常见场景**: 系统损坏、刷机失败。 **排查路径**: 检查启动镜像→硬件异常。 **对策**: 增加恢复模式，优化刷机校验。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
网络不稳定,网络不稳定,信号掉线;Network Unstable,异常现象,通信相关;可靠性,**定义**: 移动网络频繁中断。 **判定口径**: 掉线率 >3%。 **常见场景**: 弱信号。 **排查路径**: 检查基带→天线设计。 **对策**: 优化射频匹配，改进算法。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
无法通话,无法通话,语音通话失败;Call Fail,异常现象,通信相关;功能,**定义**: 无法接通语音通话。 **判定口径**: 呼叫失败率 >1%。 **常见场景**: 弱信号、运营商限制。 **排查路径**: 检查基带→网络配置。 **对策**: 增强兼容性，优化协议。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
视频通话卡顿,视频通话卡顿,视频聊天卡顿;Video Call Lag,异常现象,通信相关;用户体验,**定义**: 视频通话过程中画面卡顿。 **判定口径**: FPS <20。 **常见场景**: 网络弱。 **排查路径**: 检查带宽→视频编解码。 **对策**: 优化编解码，支持自适应码率。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
漫游失败,漫游失败,网络漫游失败;Roaming Fail,异常现象,通信相关;功能,**定义**: 手机无法漫游。 **判定口径**: 漫游成功率 <95%。 **常见场景**: 出国、异网。 **排查路径**: 检查SIM配置→运营商策略。 **对策**: 增强兼容性，更新漫游表。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
SIM不识别,SIM不识别,SIM卡无效;SIM Not Detected,异常现象,硬件相关;通信相关,**定义**: 插入SIM卡无效。 **判定口径**: 检测失败率 >1%。 **常见场景**: 卡托松动、触点脏污。 **排查路径**: 检查SIM座→检测电路。 **对策**: 提升卡座强度，优化接触可靠性。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
数据漫游异常,数据漫游异常,数据漫游失败;Data Roaming Fail,异常现象,通信相关;功能,**定义**: 数据漫游无法使用。 **判定口径**: 成功率 <95%。 **常见场景**: 国外网络。 **排查路径**: 检查基带配置→运营商兼容性。 **对策**: 增强测试覆盖，优化协议实现。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
短信收发失败,短信收发失败,SMS失败;SMS Fail,异常现象,通信相关;功能,**定义**: 短信发送或接收失败。 **判定口径**: 失败率 >1%。 **常见场景**: 弱信号、漫游。 **排查路径**: 检查基带→中心号码。 **对策**: 增强网络兼容性，提示用户检查配置。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
彩信失败,彩信失败,MMS失败;MMS Fail,异常现象,通信相关;功能,**定义**: 彩信发送/接收失败。 **判定口径**: 成功率 <95%。 **常见场景**: 网络不稳定。 **排查路径**: 检查APN配置→运营商支持。 **对策**: 优化配置兼容性。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
VoLTE异常,VoLTE异常,VoLTE不通;VoLTE Fail,异常现象,通信相关;功能,**定义**: VoLTE功能不可用。 **判定口径**: 呼叫成功率 <95%。 **常见场景**: 网络制式切换。 **排查路径**: 检查配置→基带协议。 **对策**: 优化协议栈，增强兼容性。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
语音识别不准,语音识别不准,语音识别错误;ASR Inaccuracy,异常现象,软件相关;人机交互,**定义**: 语音识别准确率低。 **判定口径**: 准确率 <90%。 **常见场景**: 方言、噪音环境。 **排查路径**: 检查算法→语料。 **对策**: 优化模型，增加噪声鲁棒性。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
语音助手误触发,语音助手误触发,语音助手误唤醒;Voice Assistant False Trigger,异常现象,软件相关;人机交互,**定义**: 无操作时语音助手被误触发。 **判定口径**: 误触发率 >1%。 **常见场景**: 环境噪声。 **排查路径**: 检查麦克风阵列→关键词算法。 **对策**: 优化关键词模型，增加二次确认。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
传感器漂移,传感器漂移,传感器不准;Sensor Drift,异常现象,硬件相关;传感器,**定义**: 传感器数值随时间偏移。 **判定口径**: 偏差 >10%。 **常见场景**: 长时间运行。 **排查路径**: 检查校准机制→温度补偿。 **对策**: 增强校准，优化补偿算法。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
距离感应失效,距离感应失效,距离传感器异常;Proximity Fail,异常现象,硬件相关;传感器,**定义**: 通话时距离感应无效。 **判定口径**: 误判率 >5%。 **常见场景**: 贴膜遮挡。 **排查路径**: 检查传感器窗口→算法。 **对策**: 增加窗口透光率，优化算法。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
陀螺仪异常,陀螺仪异常,Gyro Fail,异常现象,硬件相关;传感器,**定义**: 陀螺仪无法正常工作。 **判定口径**: 偏差 >5°。 **常见场景**: 游戏、导航。 **排查路径**: 检查模组→校准。 **对策**: 优化算法，提升防震设计。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
加速度异常,加速度异常,加速度计失效;Accelerometer Fail,异常现象,硬件相关;传感器,**定义**: 加速度计无法正确测量。 **判定口径**: 偏差 >10%。 **常见场景**: 翻转屏幕、计步。 **排查路径**: 检查焊点→校准。 **对策**: 增加自校准，提升可靠性。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
磁力计不准,磁力计不准,电子罗盘异常;Magnetometer Fail,异常现象,硬件相关;传感器,**定义**: 磁力计方向偏差大。 **判定口径**: 偏差 >15°。 **常见场景**: 地铁、金属环境。 **排查路径**: 检查磁屏蔽→算法。 **对策**: 优化补偿算法。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
气压计失效,气压计失效,气压传感器异常;Barometer Fail,异常现象,硬件相关;传感器,**定义**: 气压值不正确。 **判定口径**: 偏差 >5hPa。 **常见场景**: 高度测量。 **排查路径**: 检查传感器→校准。 **对策**: 增加温度补偿，优化算法。,manual_append_detailed_symptoms,2025-09-25T13:47:19.428444,2025-09-25T13:47:19.428444
水痕,水痕,水渍,Symptom,外观;制造工艺,产品表面因接触水后干燥不均留下的痕迹,hardware_module_expansion,2025-09-26T09:29:11.827160,2025-09-26T09:29:11.827160
点蚀,点蚀,孔蚀,Symptom,可靠性;硬件相关;CMF,金属表面局部发生的剧烈腐蚀形成小而深的孔洞,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
微动磨损,微动磨损,微振磨损,Symptom,可靠性;硬件相关;结构相关,接触面间小幅度的相对运动导致的磨损常见于连接器,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
晶间腐蚀,晶间腐蚀,晶界腐蚀,Symptom,可靠性;硬件相关;CMF,腐蚀沿金属晶粒边界进行导致材料力学性能严重下降,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
电偶腐蚀,电偶腐蚀,伽凡尼腐蚀,Symptom,可靠性;硬件相关;CMF,两种不同电位的金属在电解质中接触时电位负的金属加速腐蚀,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
应力腐蚀开裂,应力腐蚀开裂,SCC,Symptom,可靠性;结构相关;硬件相关,材料在拉应力和特定腐蚀介质共同作用下发生的脆性开裂,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
缝隙腐蚀,缝隙腐蚀,crevice corrosion,Symptom,可靠性;结构相关;硬件相关,在金属与金属或非金属间狭窄缝隙内因环境差异引发的局部腐蚀,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
疲劳断裂,疲劳断裂,疲劳失效,Symptom,可靠性;结构相关;硬件相关,材料在交变应力作用下经历一定循环次数后发生的断裂,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
磨损颗粒,磨损颗粒,磨屑,Symptom,可靠性;硬件相关;结构相关,因摩擦产生的微小材料颗粒可能造成污染或卡死,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
电化学腐蚀,电化学腐蚀,电解腐蚀,Symptom,可靠性;硬件相关;CMF,在电解质溶液中因电位差形成的原电池效应导致的腐蚀,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
Mura缺陷,Mura缺陷,云斑;显示不均,Symptom,显示相关;异常现象,屏幕亮度或色度不均匀呈现云状或斑块状的缺陷,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
亮线暗线,亮线暗线,Line Defect,Symptom,显示相关;异常现象,屏幕上出现的垂直或水平亮线暗线通常与驱动线路或屏幕损伤有关,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
亮点暗点,亮点暗点,坏点,Symptom,显示相关;异常现象,像素点常亮或不亮属于显示缺陷,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
偏芯,偏芯,Lens Tilt;Decentering,Symptom,影像相关;异常现象,镜头光学中心与传感器中心不重合导致成像锐度下降暗角,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
杂质,杂质,Particle Contamination,Symptom,影像相关;异常现象;制造工艺,模组内部有灰尘纤维等异物成像上有黑点,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
鬼影,鬼影,Ghosting,Symptom,影像相关;异常现象,强光下图像中出现光源的反射重影与镜头镀膜和结构有关,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
对焦迟缓,对焦迟缓,Slow Auto-Focus,Symptom,影像相关;异常现象;性能指标,相机对焦速度慢的问题,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
解析力不足,解析力不足,Poor Resolution,Symptom,影像相关;异常现象;性能指标,拍摄的照片细节不清边缘模糊,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
